"","SURVEYR","QID","QUESTION_EN","QUESTION_FR","THEME_EN","THEME_FR","ORGANIZATION_EN","ORGANIZATION_FR","ANSWER1","ANSWER2","ANSWER3","ANSWER4","ANSWER5","ANSWER6","ANSWER7","POSITIVE","NEUTRAL","NEGATIVE","COUNT"
"793","2019","Q84","Have all your pay or other compensation issues been resolved?","Est-ce que tous vos problèmes de paye ou autre rémunération ont été réglés?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","Public Service","Fonction publique",44,56,NA,NA,NA,NA,NA,44,0,56,128011
"794","2019","Q84","Have all your pay or other compensation issues been resolved?","Est-ce que tous vos problèmes de paye ou autre rémunération ont été réglés?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","Health Canada","Santé Canada",40,60,NA,NA,NA,NA,NA,40,0,60,3958
"795","2019","Q84","Have all your pay or other compensation issues been resolved?","Est-ce que tous vos problèmes de paye ou autre rémunération ont été réglés?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","ROEB","DGORAL",33,67,NA,NA,NA,NA,NA,33,0,67,656
"796","2019","Q84","Have all your pay or other compensation issues been resolved?","Est-ce que tous vos problèmes de paye ou autre rémunération ont été réglés?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","POD","DPO",25,75,NA,NA,NA,NA,NA,25,0,75,47
"797","2019","Q87","To what extent have issues with the Phoenix pay system affected your decision to seek or accept another position (e.g., deployment, promotion, secondment, assignment, acting assignment) within your organization or the federal public service?","Dans quelle mesure les problèmes liés au système de paye Phénix ont-ils affecté votre décision de chercher ou d'accepter un autre poste (p. ex. mutation, promotion, détachement, affectation, affectation intérimaire) au sein de votre organisation ou de la fonction publique fédérale?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","Public Service","Fonction publique",42,18,14,9,10,1,7,65,15,20,179367
"798","2019","Q87","To what extent have issues with the Phoenix pay system affected your decision to seek or accept another position (e.g., deployment, promotion, secondment, assignment, acting assignment) within your organization or the federal public service?","Dans quelle mesure les problèmes liés au système de paye Phénix ont-ils affecté votre décision de chercher ou d'accepter un autre poste (p. ex. mutation, promotion, détachement, affectation, affectation intérimaire) au sein de votre organisation ou de la fonction publique fédérale?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","Health Canada","Santé Canada",37,19,15,9,11,1,7,62,16,22,5333
"799","2019","Q87","To what extent have issues with the Phoenix pay system affected your decision to seek or accept another position (e.g., deployment, promotion, secondment, assignment, acting assignment) within your organization or the federal public service?","Dans quelle mesure les problèmes liés au système de paye Phénix ont-ils affecté votre décision de chercher ou d'accepter un autre poste (p. ex. mutation, promotion, détachement, affectation, affectation intérimaire) au sein de votre organisation ou de la fonction publique fédérale?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","ROEB","DGORAL",37,20,17,8,9,1,8,62,19,19,795
"800","2019","Q87","To what extent have issues with the Phoenix pay system affected your decision to seek or accept another position (e.g., deployment, promotion, secondment, assignment, acting assignment) within your organization or the federal public service?","Dans quelle mesure les problèmes liés au système de paye Phénix ont-ils affecté votre décision de chercher ou d'accepter un autre poste (p. ex. mutation, promotion, détachement, affectation, affectation intérimaire) au sein de votre organisation ou de la fonction publique fédérale?","Compensation: Pay or other compensation issues","Rémunération: Problèmes de paye ou de rémunération","POD","DPO",28,22,20,9,14,0,7,54,22,24,58
"801","2019","Q85","I am satisfied with the support (e.g., regular information, follow-up, making enquiries on my behalf, offering emergency or priority pay) I received from my department or agency to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien (p. ex., information régulière, suivi, demandes de renseignements en mon nom, paiement d'urgence ou paiement prioritaire) que j'ai reçu de la part de mon ministère ou organisme pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","Public Service","Fonction publique",12,23,18,17,20,2,7,39,20,41,128151
"802","2019","Q85","I am satisfied with the support (e.g., regular information, follow-up, making enquiries on my behalf, offering emergency or priority pay) I received from my department or agency to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien (p. ex., information régulière, suivi, demandes de renseignements en mon nom, paiement d'urgence ou paiement prioritaire) que j'ai reçu de la part de mon ministère ou organisme pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","Health Canada","Santé Canada",12,24,18,18,19,2,7,39,20,41,3956
"803","2019","Q85","I am satisfied with the support (e.g., regular information, follow-up, making enquiries on my behalf, offering emergency or priority pay) I received from my department or agency to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien (p. ex., information régulière, suivi, demandes de renseignements en mon nom, paiement d'urgence ou paiement prioritaire) que j'ai reçu de la part de mon ministère ou organisme pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","ROEB","DGORAL",10,22,19,19,20,2,7,35,21,44,654
"804","2019","Q85","I am satisfied with the support (e.g., regular information, follow-up, making enquiries on my behalf, offering emergency or priority pay) I received from my department or agency to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien (p. ex., information régulière, suivi, demandes de renseignements en mon nom, paiement d'urgence ou paiement prioritaire) que j'ai reçu de la part de mon ministère ou organisme pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","POD","DPO",4,15,30,24,21,2,4,20,32,48,48
"805","2019","Q86","I am satisfied with the support I received from the Pay Centre to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien que j'ai reçu de la part du Centre des services de paye pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","Public Service","Fonction publique",7,16,17,19,31,2,9,25,19,56,128150
"806","2019","Q86","I am satisfied with the support I received from the Pay Centre to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien que j'ai reçu de la part du Centre des services de paye pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","Health Canada","Santé Canada",6,15,16,21,34,2,6,23,17,60,3960
"807","2019","Q86","I am satisfied with the support I received from the Pay Centre to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien que j'ai reçu de la part du Centre des services de paye pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","ROEB","DGORAL",5,13,17,21,39,1,4,19,18,63,655
"808","2019","Q86","I am satisfied with the support I received from the Pay Centre to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien que j'ai reçu de la part du Centre des services de paye pour m'aider à régler mes problèmes de paye ou autre rémunération.","Compensation: Support to resolve pay or other compensation issues","Rémunération: Soutien afin de régler les problèmes de paye ou autre rémunération","POD","DPO",4,2,22,29,43,0,0,6,22,72,48
"809","2019","Q07","I get a sense of satisfaction from my work.","Je tire de la satisfaction de mon travail.","Employee engagement","Mobilisation des employés","MDCCD","DCMMMC",31,41,15,9,4,0,0,73,14,13,114
"810","2019","Q11","Overall, I feel valued at work.","Dans l'ensemble, je me sens valorisé(e) au travail.","Employee engagement","Mobilisation des employés","MDCCD","DCMMMC",24,39,17,10,9,0,0,64,17,19,114
"811","2019","Q12","I am proud of the work that I do.","Je suis fier (fière) du travail que je fais.","Employee engagement","Mobilisation des employés","MDCCD","DCMMMC",44,43,11,2,1,0,0,86,11,3,113
"812","2019","Q16","Overall, I like my job.","Dans l'ensemble, j'aime mon emploi.","Employee engagement","Mobilisation des employés","MDCCD","DCMMMC",39,39,13,5,4,0,0,78,13,9,114
"813","2019","Q51","I would recommend my department or agency as a great place to work.","Je recommanderais mon ministère ou organisme comme un excellent milieu de travail.","Employee engagement","Mobilisation des employés","MDCCD","DCMMMC",35,40,11,9,5,0,0,75,11,14,113
"814","2019","Q52","I am satisfied with my department or agency.","Je suis satisfait(e) de mon ministère ou organisme.","Employee engagement","Mobilisation des employés","MDCCD","DCMMMC",34,39,17,4,6,0,0,73,17,10,114
"815","2019","Q53","I would prefer to remain with my department or agency, even if a comparable job was available elsewhere in the federal public service.","Je préférerais continuer à travailler au sein de mon ministère ou organisme même si un poste comparable était disponible ailleurs dans la fonction publique fédérale.","Employee engagement","Mobilisation des employés","MDCCD","DCMMMC",27,36,14,11,7,5,0,67,15,18,113
"816","2019","Q24","My immediate supervisor encourages me to work collaboratively with others outside of my work unit.","Mon (ma) superviseur(e) immédiat(e) m’encourage à travailler en collaboration avec d’autres personnes à l’extérieur de mon unité de travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","MDCCD","DCMMMC",47,23,16,4,4,1,5,74,18,8,114
"817","2019","Q26","I can count on my immediate supervisor to keep his or her promises.","Je sais que mon (ma) superviseur(e) immédiat(e) tiendra ses engagements.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","MDCCD","DCMMMC",53,19,12,9,6,0,1,73,12,15,114
"818","2019","Q27","My immediate supervisor keeps me informed about the issues affecting my work.","Mon (ma) superviseur(e) immédiat(e) me tient au courant des questions touchant mon travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","MDCCD","DCMMMC",49,20,15,7,7,0,2,70,16,14,113
"819","2019","Q31","I am satisfied with the quality of supervision I receive.","Je suis satisfait(e) de la qualité de la supervision qui est exercée à mon égard.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","MDCCD","DCMMMC",53,26,8,7,7,0,0,78,8,14,114
"820","2019","Q34","Senior managers in my department or agency lead by example in ethical behaviour.","Les cadres supérieurs de mon ministère ou organisme montrent l'exemple par leur comportement éthique.","Leadership: Senior management","Leadership: Haute direction","MDCCD","DCMMMC",27,26,17,13,9,9,0,57,19,24,113
"821","2019","Q35","I have confidence in the senior management of my department or agency.","J'ai confiance en la haute direction de mon ministère ou organisme.","Leadership: Senior management","Leadership: Haute direction","MDCCD","DCMMMC",23,20,17,21,15,3,0,45,18,37,114
"822","2019","Q36","Senior management in my department or agency makes effective and timely decisions.","La haute direction de mon ministère ou organisme prend des décisions efficaces et opportunes.","Leadership: Senior management","Leadership: Haute direction","MDCCD","DCMMMC",19,19,19,25,13,4,0,41,19,40,114
"823","2019","Q37","Essential information flows effectively from senior management to staff.","La haute direction communique efficacement les renseignements essentiels au personnel.","Leadership: Senior management","Leadership: Haute direction","MDCCD","DCMMMC",20,23,19,20,14,3,1,45,20,35,113
"824","2019","Q08","I receive meaningful recognition for work well done.","Je reçois une reconnaissance significative lorsque je fais un bon travail.","Workforce: Performance management","Effectif: Gestion du rendement","MDCCD","DCMMMC",19,46,14,11,10,0,0,65,15,20,113
"825","2019","Q09","I have clear work objectives.","J'ai des objectifs de travail clairs.","Workforce: Performance management","Effectif: Gestion du rendement","MDCCD","DCMMMC",29,47,10,10,3,0,0,77,10,13,114
"826","2019","Q25","I receive useful feedback from my immediate supervisor on my job performance.","Je reçois de la rétroaction utile de mon (ma) superviseur(e) immédiat(e) sur mon rendement au travail.","Workforce: Performance management","Effectif: Gestion du rendement","MDCCD","DCMMMC",50,19,13,11,6,0,1,69,13,18,114
"827","2019","Q04","I get the training I need to do my job.","Je reçois la formation dont j'ai besoin pour faire mon travail.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",21,39,15,20,5,0,0,60,15,25,114
"828","2019","Q44","My department or agency does a good job of supporting employee career development.","Mon ministère ou organisme met tout en œuvre pour appuyer ses employé(e)s dans leur perfectionnement professionnel.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",20,37,22,11,8,1,0,58,23,19,114
"829","2019","Q45","I believe I have opportunities for promotion within my department or agency, given my education, skills and experience.","J'estime avoir des possibilités d'obtenir une promotion au sein de mon ministère ou organisme, compte tenu de ma scolarité, de mes compétences et de mon expérience.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",16,39,16,15,10,3,1,57,16,27,114
"830","2019","Q46a","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Conflict between my work obligations and my family or personal obligations","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Conflit entre mes obligations professionnelles et mes obligations familiales ou personnelles","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",44,25,19,5,5,0,3,70,20,10,114
"831","2019","Q46b","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to language training in my second official language","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à de la formation linguistique dans ma seconde langue officielle","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",48,16,11,4,5,0,15,76,13,11,114
"832","2019","Q46c","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to learning opportunities","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à des opportunités d'apprentissage","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",37,30,16,9,4,3,1,69,17,14,113
"833","2019","Q46d","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to developmental programs","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d’accès aux programmes de perfectionnement","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",40,25,13,7,10,4,1,69,14,17,114
"834","2019","Q46e","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of opportunities in my region","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d’opportunités dans ma région","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",26,21,20,11,19,3,1,49,20,31,113
"835","2019","Q46f","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Level of education","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Niveau de scolarité","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",73,12,5,3,2,3,3,89,6,5,114
"836","2019","Q46g","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Discrimination","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Discrimination","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",71,11,9,2,1,5,2,88,9,3,114
"837","2019","Q46h","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Accessibility or accommodation issues","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Problèmes d’accessibilité ou d’adaptation","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","MDCCD","DCMMMC",73,11,6,0,2,3,4,92,6,2,114
"838","2019","Q13","I have opportunities to provide input into decisions that affect my work.","J'ai l'occasion de contribuer aux décisions qui touchent mon travail.","Workforce: Empowerment","Effectif: Habilitation","MDCCD","DCMMMC",26,32,17,15,10,0,0,58,18,24,114
"839","2019","Q14","I am encouraged to be innovative or to take initiative in my work.","On m'encourage à innover ou à prendre des initiatives dans mon travail.","Workforce: Empowerment","Effectif: Habilitation","MDCCD","DCMMMC",28,33,23,9,6,0,0,61,23,16,114
"840","2019","Q15","I have support at work to provide a high level of service.","Au travail, j'obtiens du soutien pour fournir un service de haute qualité.","Workforce: Empowerment","Effectif: Habilitation","MDCCD","DCMMMC",29,45,13,6,6,1,0,74,14,12,113
"841","2019","Q47","I feel I would be supported by my department or agency if I proposed a new idea.","J'estime que j'obtiendrais du soutien de mon ministère ou organisme si je proposais une nouvelle idée.","Workforce: Empowerment","Effectif: Habilitation","MDCCD","DCMMMC",18,34,25,16,5,2,1,53,26,21,114
"842","2019","Q06","I have support at work to balance my work and personal life.","Je reçois du soutien au travail pour concilier mon travail et ma vie personnelle.","Workforce: Work-life balance and workload","Effectif: Équilibre travail-vie privée et charge de travail","MDCCD","DCMMMC",38,34,12,7,9,0,0,72,12,16,113
"843","2019","Q17","I can complete my assigned workload during my regular working hours.","J'arrive à accomplir les tâches qui me sont assignées pendant mes heures normales de travail.","Workforce: Work-life balance and workload","Effectif: Équilibre travail-vie privée et charge de travail","MDCCD","DCMMMC",29,34,16,12,9,0,0,63,16,21,114
"844","2019","Q29","Subject to operational requirements, my immediate supervisor supports the use of flexible work arrangements (e.g., flexible hours, compressed workweeks, telework).","Sous réserve des nécessités du service, mon (ma) superviseur(e) immédiat(e) appuie l’utilisation de régimes de travail flexibles (p. ex., horaire variable, semaine de travail comprimée, télétravail).","Workforce: Work-life balance and workload","Effectif: Équilibre travail-vie privée et charge de travail","MDCCD","DCMMMC",75,11,3,2,4,0,4,90,4,6,114
"845","2019","Q54","Do you intend to leave your current position in the next two years?","Avez-vous l'intention de quitter votre poste actuel au cours des deux prochaines années?","Workforce: Mobility and retention","Effectif: Mobilité et maintien en poste","MDCCD","DCMMMC",25,35,40,NA,NA,NA,NA,35,40,25,114
"846","2019","Q55","Please indicate your reason for leaving.","Veuillez indiquer la raison de votre départ.","Workforce: Mobility and retention","Effectif: Mobilité et maintien en poste","MDCCD","DCMMMC",14,51,24,0,4,7,NA,NA,NA,NA,28
"847","2019","Q10","I know how my work contributes to the achievement of my department's or agency's goals.","Je sais de quelle façon mon travail contribue à l'atteinte des objectifs de mon ministère ou organisme.","Workplace: Organizational goals","Milieu de travail: Buts organisationnels","MDCCD","DCMMMC",37,42,10,7,4,0,0,79,10,11,114
"848","2019","Q39","My department or agency does a good job of communicating its vision, mission and goals.","Mon ministère ou organisme communique efficacement sa vision, sa mission et ses objectifs.","Workplace: Organizational goals","Milieu de travail: Buts organisationnels","MDCCD","DCMMMC",24,49,14,9,2,1,0,74,15,11,114
"849","2019","Q18a","I feel that the quality of my work suffers because of... constantly changing priorities.","J'estime que la qualité de mon travail est minée parce que… les priorités changent constamment.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",22,21,36,13,7,0,1,20,36,44,114
"850","2019","Q18b","I feel that the quality of my work suffers because of... lack of stability in my department or agency.","J'estime que la qualité de mon travail est minée parce que… mon ministère ou organisme manque de stabilité.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",23,22,26,16,12,0,1,28,26,46,113
"851","2019","Q18c","I feel that the quality of my work suffers because of... too many approval stages.","J'estime que la qualité de mon travail est minée parce que… il y a un trop grand nombre d'étapes d'approbation.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",31,30,20,12,5,1,0,18,20,62,113
"852","2019","Q18d","I feel that the quality of my work suffers because of... unreasonable deadlines.","J'estime que la qualité de mon travail est minée parce que… les échéanciers sont déraisonnables.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",20,23,29,19,9,0,0,28,29,43,114
"853","2019","Q18e","I feel that the quality of my work suffers because of... having to do the same or more work, but with fewer resources.","J'estime que la qualité de mon travail est minée parce que… je dois faire le même travail, ou en faire plus, avec moins de ressources.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",22,24,27,17,10,0,1,26,28,46,114
"854","2019","Q18f","I feel that the quality of my work suffers because of... high staff turnover.","J'estime que la qualité de mon travail est minée parce que… le taux de roulement du personnel est élevé.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",14,21,30,19,11,4,1,32,32,36,114
"855","2019","Q18g","I feel that the quality of my work suffers because of... overly complicated or unnecessary business processes.","J'estime que la qualité de mon travail est minée parce que… les processus opérationnels sont trop compliqués ou inutiles.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",26,21,32,10,6,2,2,17,33,50,112
"856","2019","Q18h","I feel that the quality of my work suffers because of... Unreliable technology.","J'estime que la qualité de mon travail est minée parce que… les technologies sont peu fiables.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",11,21,33,26,7,0,1,33,34,33,114
"857","2019","Q40","I feel that change is managed well in my department or agency.","J’estime que le changement est bien géré au sein de mon ministère ou organisme.","Workplace: Organizational performance","Milieu de travail: Rendement organisationnel","MDCCD","DCMMMC",12,29,24,17,16,2,0,41,25,34,114
"858","2019","Q21","In my work unit, every individual is accepted as an equal member of the team.","Dans mon unité de travail, chaque personne est acceptée comme membre à part entière de l'équipe.","Workplace: Respectful workplace","Milieu de travail: Milieu de travail respectueux","MDCCD","DCMMMC",47,28,10,5,9,1,0,76,10,14,113
"859","2019","Q22","In my work unit, individuals behave in a respectful manner.","Dans mon unité de travail, les gens se comportent de manière respectueuse.","Workplace: Respectful workplace","Milieu de travail: Milieu de travail respectueux","MDCCD","DCMMMC",42,38,9,6,5,0,0,80,9,11,114
"860","2019","Q23","The people I work with value my ideas and opinions.","Les personnes avec lesquelles je travaille valorisent mes idées et mes opinions.","Workplace: Respectful workplace","Milieu de travail: Milieu de travail respectueux","MDCCD","DCMMMC",39,37,14,5,4,1,0,77,14,9,113
"861","2019","Q48","I think that my department or agency respects individual differences (e.g., culture, work styles, ideas).","Je crois que mon ministère ou organisme respecte les différences individuelles (p. ex., la culture, les méthodes de travail, les idées).","Workplace: Respectful workplace","Milieu de travail: Milieu de travail respectueux","MDCCD","DCMMMC",29,46,17,3,4,2,0,76,17,7,114
"862","2019","Q49","My department or agency implements activities and practices that support a diverse workplace.","Mon ministère ou organisme met en place des activités et des pratiques qui favorisent un milieu de travail diversifié.","Workplace: Respectful workplace","Milieu de travail: Milieu de travail respectueux","MDCCD","DCMMMC",41,36,14,2,4,4,0,80,15,5,114
"863","2019","Q50","Overall, my department or agency treats me with respect.","Dans l'ensemble, mon ministère ou organisme me traite avec respect.","Workplace: Respectful workplace","Milieu de travail: Milieu de travail respectueux","MDCCD","DCMMMC",40,42,10,3,5,0,0,82,10,8,113
"864","2019","Q20","I am satisfied with how interpersonal issues are resolved in my work unit.","Je suis satisfait(e) de la manière dont les problèmes interpersonnels sont réglés dans mon unité de travail.","Workplace: Ethical workplace","Milieu de travail: Milieu de travail éthique","MDCCD","DCMMMC",25,23,23,10,8,7,4,54,26,20,113
"865","2019","Q41","If I am faced with an ethical dilemma or a conflict between values in the workplace, I know where I can go for help in resolving the situation.","Si j'étais confronté(e) à un dilemme éthique ou à un conflit entre les valeurs du milieu de travail, je saurais où aller pour obtenir de l'aide afin de régler le problème.","Workplace: Ethical workplace","Milieu de travail: Milieu de travail éthique","MDCCD","DCMMMC",25,33,17,11,10,3,1,61,18,21,113
"866","2019","Q42","My department or agency does a good job of promoting values and ethics in the workplace.","Mon ministère ou organisme fait un bon travail de promotion des valeurs et de l'éthique dans le milieu de travail.","Workplace: Ethical workplace","Milieu de travail: Milieu de travail éthique","MDCCD","DCMMMC",23,42,17,7,8,3,0,67,18,15,114
"867","2019","Q43","I feel I can initiate a formal recourse process (e.g., grievance, complaint, appeal) without fear of reprisal.","J'estime pouvoir amorcer un processus de recours officiel (p. ex., grief, plainte, droit d'appel) sans crainte de représailles.","Workplace: Ethical workplace","Milieu de travail: Milieu de travail éthique","MDCCD","DCMMMC",17,20,22,15,18,7,1,39,25,36,114
"868","2019","Q01","I have the materials and equipment I need to do my job.","Je dispose du matériel et de l’équipement dont j’ai besoin pour faire mon travail.","Workplace: Physical environment and equipment","Milieu de travail: Environnement physique et équipement","MDCCD","DCMMMC",37,52,3,5,4,0,0,89,2,9,114
"869","2019","Q03","My physical environment (e.g., office, workspace) is suitable for my job requirements.","Mon environnement physique (p. ex., bureau, espace de travail) est adapté aux exigences de mon travail.","Workplace: Physical environment and equipment","Milieu de travail: Environnement physique et équipement","MDCCD","DCMMMC",41,38,10,5,6,0,0,79,10,11,114
"870","2019","Q05","I have the information, training and equipment I need to ensure my health and safety at work.","J’ai l’information, la formation et l’équipement dont j’ai besoin pour assurer ma santé et ma sécurité au travail.","Workplace: Physical environment and equipment","Milieu de travail: Environnement physique et équipement","MDCCD","DCMMMC",37,41,12,6,4,0,1,78,12,10,114
"871","2019","Q02","When I prepare written materials, including emails, I feel free to use the official language of my choice.","Lorsque je rédige des documents, y compris des courriels, je me sens libre de le faire dans la langue officielle de mon choix.","Workplace: Use of official languages","Milieu de travail: Utilisation des langues officielles","MDCCD","DCMMMC",66,13,7,9,5,0,0,79,7,14,113
"872","2019","Q19","During meetings in my work unit, I feel free to use the official language of my choice.","Durant les réunions de mon unité de travail, je me sens libre d’utiliser la langue officielle de mon choix.","Workplace: Use of official languages","Milieu de travail: Utilisation des langues officielles","MDCCD","DCMMMC",68,15,4,5,6,0,1,84,5,11,114
"873","2019","Q28","When I communicate with my immediate supervisor, I feel free to use the official language of my choice.","Lorsque je communique avec mon (ma) superviseur(e) immédiat(e), je me sens libre de le faire dans la langue officielle de mon choix.","Workplace: Use of official languages","Milieu de travail: Utilisation des langues officielles","MDCCD","DCMMMC",84,8,3,3,1,0,2,93,3,4,114
"874","2019","Q38","Senior managers in my department or agency use both official languages in their interactions with employees.","Les cadres supérieurs de mon ministère ou organisme utilisent les deux langues officielles dans leurs interactions avec les employé(e)s.","Workplace: Use of official languages","Milieu de travail: Utilisation des langues officielles","MDCCD","DCMMMC",46,31,14,3,0,5,1,82,15,3,114
"875","2019","Q56","I am familiar with the provisions of my collective agreement or my terms and conditions of employment.","Je connais bien les dispositions de ma convention collective ou mes conditions d’emploi.","Workplace: Collective agreements and terms and conditions of employment","Milieu de travail: Conventions collectives et conditions d'emploi","MDCCD","DCMMMC",29,56,7,3,3,2,0,86,7,7,114
"876","2019","Q57","My immediate supervisor respects the provisions of my collective agreement or my terms and conditions of employment.","Mon (ma) superviseur(e) immédiat(e) respecte les dispositions de ma convention collective ou mes conditions d’emploi.","Workplace: Collective agreements and terms and conditions of employment","Milieu de travail: Conventions collectives et conditions d'emploi","MDCCD","DCMMMC",61,17,11,4,2,4,1,82,12,6,114
"877","2019","Q58","Having carefully read the definition of harassment, have you been the victim of harassment on the job in the past 12 months?","Après avoir lu attentivement la définition du harcèlement, au cours des 12 derniers mois, avez-vous été victime de harcèlement au travail?","Workplace: Harassment","Milieu de travail: Harcèlement","MDCCD","DCMMMC",8,92,NA,NA,NA,NA,NA,92,0,8,114
"878","2019","Q59a","From whom did you experience harassment on the job? Co-workers","De la part de qui avez-vous été victime de harcèlement au travail? Collègues","Workplace: Harassment","Milieu de travail: Harcèlement","MDCCD","DCMMMC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","2019","Q59b","From whom did you experience harassment on the job? Individuals with authority over me","De la part de qui avez-vous été victime de harcèlement au travail? Supérieur(e)s","Workplace: Harassment","Milieu de travail: Harcèlement","MDCCD","DCMMMC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
